audio_url_1,audio_url_2,audio_url_3,audio_url_4,audio_url_5,audio_url_6,audio_url_7,audio_url_8,audio_url_9,audio_url_10,audio_url_11,audio_url_12,audio_url_13,audio_url_14,audio_url_15,audio_url_16,audio_url_17,audio_url_18,audio_url_19,audio_url_20
https://github.com/d223302/MOS-evaluation/raw/master/groundtruth/LJ003-0124.wav,https://github.com/d223302/MOS-evaluation/raw/master/groundtruth/LJ002-0113.wav,https://github.com/d223302/MOS-evaluation/raw/master/vits/LJ002-0119.wav,https://github.com/d223302/MOS-evaluation/raw/master/groundtruth/LJ003-0098.wav,https://github.com/d223302/MOS-evaluation/raw/master/tacotron2/LJ002-0160.wav,https://github.com/d223302/MOS-evaluation/raw/master/fastspeech2/LJ001-0069.wav,https://github.com/d223302/MOS-evaluation/raw/master/tacotron2/LJ002-0081.wav,https://github.com/d223302/MOS-evaluation/raw/master/vits/LJ003-0283.wav,https://github.com/d223302/MOS-evaluation/raw/master/groundtruth/LJ004-0118.wav,https://github.com/d223302/MOS-evaluation/raw/master/tacotron2/LJ004-0080.wav,https://github.com/d223302/MOS-evaluation/raw/master/fastspeech2/LJ001-0027.wav,https://github.com/d223302/MOS-evaluation/raw/master/fastspeech2/LJ001-0173.wav,https://github.com/d223302/MOS-evaluation/raw/master/fastspeech2/LJ003-0070.wav,https://github.com/d223302/MOS-evaluation/raw/master/fastspeech2/LJ001-0153.wav,https://github.com/d223302/MOS-evaluation/raw/master/tacotron2/LJ002-0274.wav,https://github.com/d223302/MOS-evaluation/raw/master/vits/LJ003-0147.wav,https://github.com/d223302/MOS-evaluation/raw/master/groundtruth/LJ003-0275.wav,https://github.com/d223302/MOS-evaluation/raw/master/tacotron2/LJ002-0092.wav,https://github.com/d223302/MOS-evaluation/raw/master/vits/LJ004-0090.wav,https://github.com/d223302/MOS-evaluation/raw/master/vits/LJ002-0221.wav
https://github.com/d223302/MOS-evaluation/raw/master/tacotron2/LJ001-0069.wav,https://github.com/d223302/MOS-evaluation/raw/master/tacotron2/LJ001-0027.wav,https://github.com/d223302/MOS-evaluation/raw/master/groundtruth/LJ002-0274.wav,https://github.com/d223302/MOS-evaluation/raw/master/groundtruth/LJ004-0080.wav,https://github.com/d223302/MOS-evaluation/raw/master/groundtruth/LJ002-0160.wav,https://github.com/d223302/MOS-evaluation/raw/master/vits/LJ003-0116.wav,https://github.com/d223302/MOS-evaluation/raw/master/tacotron2/LJ001-0153.wav,https://github.com/d223302/MOS-evaluation/raw/master/fastspeech2/LJ003-0283.wav,https://github.com/d223302/MOS-evaluation/raw/master/fastspeech2/LJ002-0119.wav,https://github.com/d223302/MOS-evaluation/raw/master/tacotron2/LJ003-0070.wav,https://github.com/d223302/MOS-evaluation/raw/master/vits/LJ002-0166.wav,https://github.com/d223302/MOS-evaluation/raw/master/fastspeech2/LJ002-0221.wav,https://github.com/d223302/MOS-evaluation/raw/master/fastspeech2/LJ003-0147.wav,https://github.com/d223302/MOS-evaluation/raw/master/groundtruth/LJ002-0081.wav,https://github.com/d223302/MOS-evaluation/raw/master/tacotron2/LJ001-0173.wav,https://github.com/d223302/MOS-evaluation/raw/master/fastspeech2/LJ004-0090.wav,https://github.com/d223302/MOS-evaluation/raw/master/groundtruth/LJ002-0092.wav,https://github.com/d223302/MOS-evaluation/raw/master/vits/LJ001-0167.wav,https://github.com/d223302/MOS-evaluation/raw/master/vits/LJ001-0068.wav,https://github.com/d223302/MOS-evaluation/raw/master/vits/LJ001-0075.wav
https://github.com/d223302/MOS-evaluation/raw/master/fastspeech2/LJ003-0116.wav,https://github.com/d223302/MOS-evaluation/raw/master/vits/LJ001-0110.wav,https://github.com/d223302/MOS-evaluation/raw/master/tacotron2/LJ003-0283.wav,https://github.com/d223302/MOS-evaluation/raw/master/fastspeech2/LJ001-0068.wav,https://github.com/d223302/MOS-evaluation/raw/master/fastspeech2/LJ001-0075.wav,https://github.com/d223302/MOS-evaluation/raw/master/tacotron2/LJ004-0090.wav,https://github.com/d223302/MOS-evaluation/raw/master/tacotron2/LJ003-0147.wav,https://github.com/d223302/MOS-evaluation/raw/master/vits/LJ002-0144.wav,https://github.com/d223302/MOS-evaluation/raw/master/vits/LJ003-0174.wav,https://github.com/d223302/MOS-evaluation/raw/master/groundtruth/LJ001-0153.wav,https://github.com/d223302/MOS-evaluation/raw/master/groundtruth/LJ001-0069.wav,https://github.com/d223302/MOS-evaluation/raw/master/groundtruth/LJ003-0070.wav,https://github.com/d223302/MOS-evaluation/raw/master/tacotron2/LJ002-0221.wav,https://github.com/d223302/MOS-evaluation/raw/master/fastspeech2/LJ002-0166.wav,https://github.com/d223302/MOS-evaluation/raw/master/fastspeech2/LJ001-0167.wav,https://github.com/d223302/MOS-evaluation/raw/master/vits/LJ002-0055.wav,https://github.com/d223302/MOS-evaluation/raw/master/groundtruth/LJ001-0027.wav,https://github.com/d223302/MOS-evaluation/raw/master/groundtruth/LJ001-0173.wav,https://github.com/d223302/MOS-evaluation/raw/master/vits/LJ003-0135.wav,https://github.com/d223302/MOS-evaluation/raw/master/tacotron2/LJ002-0119.wav
https://github.com/d223302/MOS-evaluation/raw/master/groundtruth/LJ004-0090.wav,https://github.com/d223302/MOS-evaluation/raw/master/vits/LJ002-0287.wav,https://github.com/d223302/MOS-evaluation/raw/master/vits/LJ003-0142.wav,https://github.com/d223302/MOS-evaluation/raw/master/groundtruth/LJ002-0221.wav,https://github.com/d223302/MOS-evaluation/raw/master/groundtruth/LJ003-0147.wav,https://github.com/d223302/MOS-evaluation/raw/master/tacotron2/LJ002-0166.wav,https://github.com/d223302/MOS-evaluation/raw/master/vits/LJ001-0100.wav,https://github.com/d223302/MOS-evaluation/raw/master/vits/LJ003-0212.wav,https://github.com/d223302/MOS-evaluation/raw/master/tacotron2/LJ001-0075.wav,https://github.com/d223302/MOS-evaluation/raw/master/fastspeech2/LJ002-0055.wav,https://github.com/d223302/MOS-evaluation/raw/master/fastspeech2/LJ001-0110.wav,https://github.com/d223302/MOS-evaluation/raw/master/fastspeech2/LJ002-0144.wav,https://github.com/d223302/MOS-evaluation/raw/master/fastspeech2/LJ003-0174.wav,https://github.com/d223302/MOS-evaluation/raw/master/vits/LJ002-0266.wav,https://github.com/d223302/MOS-evaluation/raw/master/tacotron2/LJ001-0167.wav,https://github.com/d223302/MOS-evaluation/raw/master/groundtruth/LJ002-0119.wav,https://github.com/d223302/MOS-evaluation/raw/master/groundtruth/LJ003-0283.wav,https://github.com/d223302/MOS-evaluation/raw/master/tacotron2/LJ003-0116.wav,https://github.com/d223302/MOS-evaluation/raw/master/tacotron2/LJ001-0068.wav,https://github.com/d223302/MOS-evaluation/raw/master/fastspeech2/LJ003-0135.wav
https://github.com/d223302/MOS-evaluation/raw/master/groundtruth/LJ001-0167.wav,https://github.com/d223302/MOS-evaluation/raw/master/vits/LJ003-0224.wav,https://github.com/d223302/MOS-evaluation/raw/master/groundtruth/LJ001-0075.wav,https://github.com/d223302/MOS-evaluation/raw/master/tacotron2/LJ003-0135.wav,https://github.com/d223302/MOS-evaluation/raw/master/fastspeech2/LJ003-0142.wav,https://github.com/d223302/MOS-evaluation/raw/master/tacotron2/LJ003-0174.wav,https://github.com/d223302/MOS-evaluation/raw/master/tacotron2/LJ002-0144.wav,https://github.com/d223302/MOS-evaluation/raw/master/groundtruth/LJ003-0116.wav,https://github.com/d223302/MOS-evaluation/raw/master/groundtruth/LJ002-0166.wav,https://github.com/d223302/MOS-evaluation/raw/master/groundtruth/LJ001-0068.wav,https://github.com/d223302/MOS-evaluation/raw/master/vits/LJ002-0196.wav,https://github.com/d223302/MOS-evaluation/raw/master/tacotron2/LJ001-0110.wav,https://github.com/d223302/MOS-evaluation/raw/master/tacotron2/LJ002-0055.wav,https://github.com/d223302/MOS-evaluation/raw/master/fastspeech2/LJ001-0100.wav,https://github.com/d223302/MOS-evaluation/raw/master/fastspeech2/LJ002-0287.wav,https://github.com/d223302/MOS-evaluation/raw/master/fastspeech2/LJ002-0266.wav,https://github.com/d223302/MOS-evaluation/raw/master/fastspeech2/LJ003-0212.wav,https://github.com/d223302/MOS-evaluation/raw/master/vits/LJ003-0230.wav,https://github.com/d223302/MOS-evaluation/raw/master/vits/LJ002-0058.wav,https://github.com/d223302/MOS-evaluation/raw/master/vits/LJ001-0136.wav
https://github.com/d223302/MOS-evaluation/raw/master/groundtruth/LJ001-0110.wav,https://github.com/d223302/MOS-evaluation/raw/master/groundtruth/LJ002-0055.wav,https://github.com/d223302/MOS-evaluation/raw/master/groundtruth/LJ002-0144.wav,https://github.com/d223302/MOS-evaluation/raw/master/fastspeech2/LJ001-0136.wav,https://github.com/d223302/MOS-evaluation/raw/master/fastspeech2/LJ002-0196.wav,https://github.com/d223302/MOS-evaluation/raw/master/vits/LJ002-0011.wav,https://github.com/d223302/MOS-evaluation/raw/master/tacotron2/LJ003-0142.wav,https://github.com/d223302/MOS-evaluation/raw/master/vits/LJ003-0121.wav,https://github.com/d223302/MOS-evaluation/raw/master/vits/LJ003-0187.wav,https://github.com/d223302/MOS-evaluation/raw/master/tacotron2/LJ002-0266.wav,https://github.com/d223302/MOS-evaluation/raw/master/tacotron2/LJ002-0287.wav,https://github.com/d223302/MOS-evaluation/raw/master/vits/LJ001-0072.wav,https://github.com/d223302/MOS-evaluation/raw/master/groundtruth/LJ003-0174.wav,https://github.com/d223302/MOS-evaluation/raw/master/fastspeech2/LJ002-0058.wav,https://github.com/d223302/MOS-evaluation/raw/master/fastspeech2/LJ003-0230.wav,https://github.com/d223302/MOS-evaluation/raw/master/tacotron2/LJ001-0100.wav,https://github.com/d223302/MOS-evaluation/raw/master/fastspeech2/LJ003-0224.wav,https://github.com/d223302/MOS-evaluation/raw/master/vits/LJ002-0109.wav,https://github.com/d223302/MOS-evaluation/raw/master/groundtruth/LJ003-0135.wav,https://github.com/d223302/MOS-evaluation/raw/master/tacotron2/LJ003-0212.wav
https://github.com/d223302/MOS-evaluation/raw/master/vits/LJ002-0195.wav,https://github.com/d223302/MOS-evaluation/raw/master/groundtruth/LJ003-0212.wav,https://github.com/d223302/MOS-evaluation/raw/master/tacotron2/LJ003-0230.wav,https://github.com/d223302/MOS-evaluation/raw/master/fastspeech2/LJ003-0187.wav,https://github.com/d223302/MOS-evaluation/raw/master/fastspeech2/LJ002-0109.wav,https://github.com/d223302/MOS-evaluation/raw/master/vits/LJ003-0038.wav,https://github.com/d223302/MOS-evaluation/raw/master/fastspeech2/LJ003-0121.wav,https://github.com/d223302/MOS-evaluation/raw/master/groundtruth/LJ002-0287.wav,https://github.com/d223302/MOS-evaluation/raw/master/groundtruth/LJ001-0100.wav,https://github.com/d223302/MOS-evaluation/raw/master/tacotron2/LJ002-0058.wav,https://github.com/d223302/MOS-evaluation/raw/master/fastspeech2/LJ002-0011.wav,https://github.com/d223302/MOS-evaluation/raw/master/groundtruth/LJ002-0266.wav,https://github.com/d223302/MOS-evaluation/raw/master/vits/LJ002-0127.wav,https://github.com/d223302/MOS-evaluation/raw/master/tacotron2/LJ003-0224.wav,https://github.com/d223302/MOS-evaluation/raw/master/groundtruth/LJ003-0142.wav,https://github.com/d223302/MOS-evaluation/raw/master/tacotron2/LJ002-0196.wav,https://github.com/d223302/MOS-evaluation/raw/master/tacotron2/LJ001-0136.wav,https://github.com/d223302/MOS-evaluation/raw/master/vits/LJ004-0083.wav,https://github.com/d223302/MOS-evaluation/raw/master/vits/LJ002-0129.wav,https://github.com/d223302/MOS-evaluation/raw/master/fastspeech2/LJ001-0072.wav
https://github.com/d223302/MOS-evaluation/raw/master/tacotron2/LJ003-0121.wav,https://github.com/d223302/MOS-evaluation/raw/master/fastspeech2/LJ004-0083.wav,https://github.com/d223302/MOS-evaluation/raw/master/tacotron2/LJ002-0109.wav,https://github.com/d223302/MOS-evaluation/raw/master/groundtruth/LJ001-0136.wav,https://github.com/d223302/MOS-evaluation/raw/master/fastspeech2/LJ002-0127.wav,https://github.com/d223302/MOS-evaluation/raw/master/vits/LJ003-0124.wav,https://github.com/d223302/MOS-evaluation/raw/master/tacotron2/LJ001-0072.wav,https://github.com/d223302/MOS-evaluation/raw/master/vits/LJ004-0118.wav,https://github.com/d223302/MOS-evaluation/raw/master/tacotron2/LJ003-0187.wav,https://github.com/d223302/MOS-evaluation/raw/master/groundtruth/LJ002-0058.wav,https://github.com/d223302/MOS-evaluation/raw/master/vits/LJ003-0098.wav,https://github.com/d223302/MOS-evaluation/raw/master/fastspeech2/LJ003-0038.wav,https://github.com/d223302/MOS-evaluation/raw/master/groundtruth/LJ003-0230.wav,https://github.com/d223302/MOS-evaluation/raw/master/vits/LJ003-0275.wav,https://github.com/d223302/MOS-evaluation/raw/master/groundtruth/LJ002-0196.wav,https://github.com/d223302/MOS-evaluation/raw/master/tacotron2/LJ002-0011.wav,https://github.com/d223302/MOS-evaluation/raw/master/groundtruth/LJ003-0224.wav,https://github.com/d223302/MOS-evaluation/raw/master/fastspeech2/LJ002-0129.wav,https://github.com/d223302/MOS-evaluation/raw/master/vits/LJ002-0113.wav,https://github.com/d223302/MOS-evaluation/raw/master/fastspeech2/LJ002-0195.wav
https://github.com/d223302/MOS-evaluation/raw/master/groundtruth/LJ003-0187.wav,https://github.com/d223302/MOS-evaluation/raw/master/fastspeech2/LJ003-0098.wav,https://github.com/d223302/MOS-evaluation/raw/master/vits/LJ002-0274.wav,https://github.com/d223302/MOS-evaluation/raw/master/groundtruth/LJ003-0121.wav,https://github.com/d223302/MOS-evaluation/raw/master/tacotron2/LJ004-0083.wav,https://github.com/d223302/MOS-evaluation/raw/master/fastspeech2/LJ004-0118.wav,https://github.com/d223302/MOS-evaluation/raw/master/vits/LJ002-0160.wav,https://github.com/d223302/MOS-evaluation/raw/master/fastspeech2/LJ003-0124.wav,https://github.com/d223302/MOS-evaluation/raw/master/vits/LJ004-0080.wav,https://github.com/d223302/MOS-evaluation/raw/master/tacotron2/LJ002-0127.wav,https://github.com/d223302/MOS-evaluation/raw/master/fastspeech2/LJ003-0275.wav,https://github.com/d223302/MOS-evaluation/raw/master/tacotron2/LJ002-0195.wav,https://github.com/d223302/MOS-evaluation/raw/master/vits/LJ002-0092.wav,https://github.com/d223302/MOS-evaluation/raw/master/vits/LJ002-0081.wav,https://github.com/d223302/MOS-evaluation/raw/master/groundtruth/LJ001-0072.wav,https://github.com/d223302/MOS-evaluation/raw/master/groundtruth/LJ002-0011.wav,https://github.com/d223302/MOS-evaluation/raw/master/tacotron2/LJ002-0129.wav,https://github.com/d223302/MOS-evaluation/raw/master/groundtruth/LJ002-0109.wav,https://github.com/d223302/MOS-evaluation/raw/master/fastspeech2/LJ002-0113.wav,https://github.com/d223302/MOS-evaluation/raw/master/tacotron2/LJ003-0038.wav
https://github.com/d223302/MOS-evaluation/raw/master/vits/LJ001-0027.wav,https://github.com/d223302/MOS-evaluation/raw/master/tacotron2/LJ003-0124.wav,https://github.com/d223302/MOS-evaluation/raw/master/groundtruth/LJ002-0129.wav,https://github.com/d223302/MOS-evaluation/raw/master/groundtruth/LJ002-0127.wav,https://github.com/d223302/MOS-evaluation/raw/master/tacotron2/LJ003-0098.wav,https://github.com/d223302/MOS-evaluation/raw/master/fastspeech2/LJ002-0081.wav,https://github.com/d223302/MOS-evaluation/raw/master/groundtruth/LJ004-0083.wav,https://github.com/d223302/MOS-evaluation/raw/master/groundtruth/LJ002-0195.wav,https://github.com/d223302/MOS-evaluation/raw/master/tacotron2/LJ002-0113.wav,https://github.com/d223302/MOS-evaluation/raw/master/fastspeech2/LJ002-0274.wav,https://github.com/d223302/MOS-evaluation/raw/master/fastspeech2/LJ002-0160.wav,https://github.com/d223302/MOS-evaluation/raw/master/vits/LJ003-0070.wav,https://github.com/d223302/MOS-evaluation/raw/master/vits/LJ001-0153.wav,https://github.com/d223302/MOS-evaluation/raw/master/vits/LJ001-0173.wav,https://github.com/d223302/MOS-evaluation/raw/master/tacotron2/LJ004-0118.wav,https://github.com/d223302/MOS-evaluation/raw/master/tacotron2/LJ003-0275.wav,https://github.com/d223302/MOS-evaluation/raw/master/groundtruth/LJ003-0038.wav,https://github.com/d223302/MOS-evaluation/raw/master/fastspeech2/LJ002-0092.wav,https://github.com/d223302/MOS-evaluation/raw/master/vits/LJ001-0069.wav,https://github.com/d223302/MOS-evaluation/raw/master/fastspeech2/LJ004-0080.wav
